Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4
15.81,-7.79296875e-05,-0.00013085937499999998,-7.412109375e-05,0.00014619140625,-5.6445308685302735e-05,6.386718368530273e-05,9.86328125e-06,0.00032128906249999996
15.812,-6.7919921875e-05,-0.00011684570312499999,-7.563476562499999e-05,0.000148681640625,-5.5029293060302735e-05,6.4892578125e-05,1.0205078125e-05,0.000323095703125
15.814,-5.532226181030273e-05,-0.000110791015625,-7.280273437499999e-05,0.000152294921875,-5.4052730560302734e-05,6.8896484375e-05,1.0595703125e-05,0.000327001953125
15.816,-4.6484371185302734e-05,-0.0001115234375,-6.689453124999999e-05,0.00015771484375,-4.667968368530273e-05,7.705078125e-05,1.7187499999999998e-05,0.000334765625
15.818,-5.019530868530273e-05,-0.00012080078124999999,-6.259765243530273e-05,0.00015742187499999998,-4.755858993530273e-05,7.333984375e-05,1.513671875e-05,0.00033193359375
15.82,-4.433593368530273e-05,-0.00011328124999999999,-5.400390243530273e-05,0.00016513671875,-4.2480464935302734e-05,7.55859375e-05,2.12890625e-05,0.00033330078125
15.822,-6.245116806030274e-05,-0.000116455078125,-6.6943359375e-05,0.000151318359375,-5.6201168060302734e-05,6.274413681030273e-05,8.642578125e-06,0.000321337890625
15.824,-7.6318359375e-05,-0.000119482421875,-7.7392578125e-05,0.000138916015625,-6.479492187499999e-05,5.2392574310302734e-05,-4.39453125e-07,0.00031235351562499997
15.826,-7.802734375e-05,-0.00011699218749999999,-8.18359375e-05,0.00013388671875,-7.08984375e-05,5.771483993530273e-05,-8.593749999999999e-06,0.00030898437499999996
15.828,-7.2998046875e-05,-0.00011196289062499999,-7.6513671875e-05,0.000140478515625,-6.7724609375e-05,6.5087890625e-05,-5.908203125e-06,0.00031381835937499997
15.83,-7.3828125e-05,-0.00011103515625,-7.167968749999999e-05,0.00014462890624999998,-6.201171493530273e-05,4.472655868530273e-05,-1.7578125e-06,0.00030830078125
15.832,-5.673827743530273e-05,-9.873046875e-05,-5.585937118530273e-05,0.00015947265625,-4.5312496185302734e-05,5.6445308685302735e-05,1.4453124999999999e-05,0.000319921875
15.834,-4.072265243530273e-05,-9.658203125e-05,-4.8144527435302734e-05,0.000165234375,-3.740233993530273e-05,6.611328125e-05,2.34375e-05,0.00032861328124999997
15.836,-4.2041011810302735e-05,-0.000101318359375,-5.141601181030273e-05,0.000162158203125,-4.018554306030273e-05,6.7041015625e-05,2.1142578125e-05,0.000325927734375
15.838,-5.776366806030273e-05,-0.000109423828125,-6.6552734375e-05,0.000154150390625,-5.3857418060302735e-05,6.0009761810302735e-05,6.591796875e-06,0.000314990234375
15.84,-5.600585556030273e-05,-0.00010395507812499999,-6.274413681030273e-05,0.000158349609375,-5.2197261810302735e-05,6.5380859375e-05,8.251953125e-06,0.00031928710937499996
15.842,-6.328124618530273e-05,-0.000112109375,-6.66015625e-05,0.00014980468749999998,-6.0449214935302734e-05,5.742187118530273e-05,-1.26953125e-06,0.000310546875
15.844,-6.860351562499999e-05,-0.000115576171875,-7.377929687499999e-05,0.000146142578125,-6.6943359375e-05,5.209960556030273e-05,-8.154294967651367e-06,0.00030346679687499997
15.846,-6.796875e-05,-0.00011337890625,-7.59765625e-05,0.0001462890625,-6.904296875e-05,5.087890243530273e-05,-1.0351560592651367e-05,0.000301171875
15.848,-5.4052730560302734e-05,-0.000101806640625,-6.137694931030273e-05,0.000157470703125,-5.610351181030273e-05,6.137694931030273e-05,2.392578125e-06,0.000311572265625
15.85,-5.732421493530273e-05,-0.00010654296874999999,-6.132812118530273e-05,0.00015322265624999998,-5.917968368530273e-05,5.5468746185302734e-05,-1.953125e-06,0.00030644531249999997
15.852,-5.1220699310302734e-05,-0.000108056640625,-5.766601181030273e-05,0.00015424804687499998,-5.512694931030273e-05,5.5712886810302734e-05,-2.44140625e-07,0.000307177734375
15.854,-5.458983993530273e-05,-0.00011035156249999999,-5.986327743530273e-05,0.00015517578124999999,-5.820312118530273e-05,5.7617183685302734e-05,-1.171875e-06,0.00030830078125
15.856,-5.561523056030273e-05,-0.000113134765625,-6.196288681030274e-05,0.000150439453125,-5.922851181030273e-05,5.541991806030273e-05,-1.220703125e-06,0.00030795898437499996
15.858,-5.9033199310302734e-05,-0.000122509765625,-7.2607421875e-05,0.000138623046875,-6.6357421875e-05,4.633788681030273e-05,-8.740234375e-06,0.000299951171875
15.86,-5.4785152435302734e-05,-0.0001185546875,-7.041015625e-05,0.000141015625,-6.201171493530273e-05,5.205077743530273e-05,-3.320310592651367e-06,0.00030517578125
15.862,-6.591796874999999e-05,-0.0001294921875,-7.978515625e-05,0.00013330078124999998,-7.01171875e-05,4.570312118530273e-05,-9.277341842651367e-06,0.0002984375
15.864,-6.899414062499999e-05,-0.000127294921875,-7.9345703125e-05,0.00013774414062499998,-7.0068359375e-05,4.858398056030273e-05,-9.521482467651367e-06,0.000300146484375
15.866,-6.708984375e-05,-0.0001255859375,-7.607421875e-05,0.00014296875,-6.6015625e-05,5.332030868530273e-05,-5.078125e-06,0.00030537109375
15.868,-6.367187118530274e-05,-0.00012431640625,-6.845703125e-05,0.00014638671875,-5.986327743530273e-05,5.771483993530273e-05,2.24609375e-06,0.000312109375
15.87,-7.119140624999999e-05,-0.000134375,-7.314453125e-05,0.00013427734374999998,-6.77734375e-05,4.599608993530273e-05,-6.6406230926513666e-06,0.00030263671875
15.872,-6.367187118530274e-05,-0.00012880859375,-6.640624999999999e-05,0.0001345703125,-6.308593368530273e-05,4.7949214935302735e-05,-2.734373092651367e-06,0.00030546874999999997
15.874,-6.259765243530273e-05,-0.0001248046875,-7.314453125e-05,0.00013662109375,-6.152343368530273e-05,5.048827743530273e-05,9.76581573486328e-08,0.0003091796875
15.876,-6.391601181030272e-05,-0.000126611328125,-7.3388671875e-05,0.000136376953125,-6.010741806030273e-05,5.0732418060302734e-05,1.5136709213256836e-06,0.000309619140625
15.878,-7.070312499999999e-05,-0.00013525390624999998,-7.968749999999999e-05,0.00013085937499999998,-7.05078125e-05,4.599608993530273e-05,-9.1796875e-06,0.0003021484375
15.88,-5.332030868530273e-05,-0.00012333984375,-6.455078124999999e-05,0.00014326171875,-5.781249618530273e-05,5.947265243530273e-05,4.1992197036743165e-06,0.000315625
15.882,-6.254882431030273e-05,-0.000125634765625,-6.997070312499999e-05,0.000139794921875,-5.7373043060302734e-05,5.5029293060302735e-05,5.8105468749999996e-06,0.000313525390625
15.884,-7.451171874999999e-05,-0.00013056640624999999,-7.548828125e-05,0.00013330078124999998,-6.46484375e-05,4.775390243530273e-05,-1.660154342651367e-06,0.00030634765625
15.886,-7.763671875e-05,-0.00013447265625,-7.98828125e-05,0.00012812499999999998,-7.021484374999999e-05,4.306640243530273e-05,-8.593749999999999e-06,0.00030058593749999996
15.888,-7.822265624999999e-05,-0.00013486328125,-7.636718749999999e-05,0.0001302734375,-6.77734375e-05,4.609374618530273e-05,-5.468748092651367e-06,0.00030341796875
15.89,-8.4423828125e-05,-0.000145458984375,-8.4033203125e-05,0.000120849609375,-7.6708984375e-05,3.579101181030273e-05,-1.4599607467651367e-05,0.000292333984375
15.892,-7.861327362060546e-05,-0.00014433592224121094,-8.535156249999999e-05,0.000121875,-7.587889862060547e-05,3.5839843749999997e-05,-1.4355466842651366e-05,0.00029248046875
15.894,-7.016600799560547e-05,-0.00014204100036621092,-8.4716796875e-05,0.00012368163299560547,-7.094725799560547e-05,3.8916015625e-05,-1.0205077171325684e-05,0.000295947265625
15.896,-6.206054306030273e-05,-0.000134716796875,-7.5439453125e-05,0.000132275390625,-6.323241806030273e-05,4.750976181030273e-05,-1.220703125e-06,0.000305322265625
15.898,-6.274413681030273e-05,-0.000133837890625,-8.2470703125e-05,0.000131689453125,-6.6943359375e-05,4.663085556030273e-05,-3.7597656249999997e-06,0.000303271484375
15.9,-5.424804306030273e-05,-0.000124853515625,-7.2998046875e-05,0.000138330078125,-6.079101181030273e-05,5.395507431030273e-05,3.6621084213256833e-06,0.000310693359375
15.902,-6.591796874999999e-05,-0.00012812499999999998,-7.568359375e-05,0.0001322265625,-6.66015625e-05,4.873046493530273e-05,-1.66015625e-06,0.00030615234375
15.904,-7.636718749999999e-05,-0.00013544921875,-8.681640624999999e-05,0.00012705077362060545,-7.177734375e-05,4.5117183685302735e-05,-6.152343273162841e-06,0.00030322265625
15.906,-8.374023437499999e-05,-0.00014995115661621094,-9.272460937499999e-05,0.00012573241424560546,-7.446288299560546e-05,4.5556640625e-05,-8.349608421325683e-06,0.000302783203125
15.908,-7.919921874999999e-05,-0.00014804685974121093,-8.583984374999999e-05,0.00012724608612060546,-6.85546875e-05,5.0488281249999996e-05,-1.2695310115814208e-06,0.000309765625
15.91,-8.9208984375e-05,-0.00015151365661621093,-9.0478515625e-05,0.00011850584411621093,-7.377929687499999e-05,4.0966796875e-05,-5.712890625e-06,0.00030307617187499996
15.912,-7.83203125e-05,-0.00013603514099121093,-7.636718749999999e-05,0.0001296875,-6.132811737060547e-05,5.13671875e-05,6.249999046325683e-06,0.00031376953125
15.914,-7.207031249999999e-05,-0.0001287109375,-7.34375e-05,0.00013701171874999998,-5.566405868530273e-05,5.751952743530273e-05,1.1816405296325682e-05,0.00031845703125
15.916,-7.978515625e-05,-0.00012958984374999998,-7.6171875e-05,0.000134375,-5.751952743530273e-05,5.4101558685302735e-05,9.960936546325683e-06,0.00031611328125
15.918,-9.39453125e-05,-0.00013662107849121092,-8.681640624999999e-05,0.00012470702362060547,-6.748046112060547e-05,4.6484374999999997e-05,2.9296827316284176e-07,0.0003068359375
15.92,-8.413085937499999e-05,-0.00012739257812499998,-8.413085937499999e-05,0.000131201171875,-6.303710174560547e-05,5.5712890625e-05,6.591795921325683e-06,0.000313525390625
15.922,-8.3544921875e-05,-0.00013149412536621094,-9.1455078125e-05,0.00012436521911621094,-7.094726562499999e-05,4.8876953125e-05,-3.417971134185791e-07,0.000307373046875
15.924,-8.574217987060546e-05,-0.00013261717224121093,-0.00010029296112060546,0.00012021483612060546,-7.626952362060546e-05,4.423828125e-05,-6.933592796325683e-06,0.00030146484375
15.926,-9.155272674560546e-05,-0.00013520506286621094,-0.00010424803924560546,0.00011850585174560546,-8.012694549560546e-05,4.2333984375e-05,-1.0595702171325683e-05,0.000299462890625
15.928,-8.3544921875e-05,-0.00012983396911621093,-8.8720703125e-05,0.00013090818786621092,-6.9775390625e-05,5.4052734374999997e-05,1.3183598518371581e-06,0.000313525390625
15.93,-8.9013671875e-05,-0.00014321287536621092,-8.9111328125e-05,0.00012983398437499999,-7.2412109375e-05,5.1904296874999996e-05,-1.5136716365814208e-06,0.00031088867187499997
15.932,-8.276367187499999e-05,-0.00014692381286621092,-8.745117187499999e-05,0.000131982421875,-7.0556640625e-05,5.3369140625e-05,1.46484375e-07,0.000312060546875
15.934,-7.6806640625e-05,-0.00014204100036621092,-8.7646484375e-05,0.000132275390625,-6.9384765625e-05,5.2978515625e-05,2.7832024097442625e-06,0.00031381835937499997
15.936,-7.91015625e-05,-0.00013613279724121092,-8.59375e-05,0.00013017578125,-6.972656249999999e-05,4.9511718749999995e-05,1.8554685115814209e-06,0.0003126953125
15.938,-9.409179687499999e-05,-0.00013852537536621093,-0.00010161132812499999,0.00012221678924560547,-8.129882812499999e-05,4.4482421875e-05,-8.544921874999999e-06,0.000305908203125
15.94,-8.896484375e-05,-0.00013564451599121094,-0.000103515625,0.00012421873474121093,-7.978515625e-05,5.5468749999999996e-05,-5.468749523162841e-06,0.00031240234374999996
15.942,-9.355467987060547e-05,-0.00015292967224121094,-0.00011416014862060546,0.00011347655487060546,-9.374999237060546e-05,5.9765625e-05,-1.7968748092651365e-05,0.00030771484375
15.944,-8.251953124999999e-05,-0.00013671873474121093,-0.00010380859374999999,0.00012529295349121092,-8.525390625e-05,5.341796875e-05,-1.0058592796325683e-05,0.000310546875
15.946,-7.192382049560547e-05,-0.000116650390625,-0.000102685546875,0.000137548828125,-7.9345703125e-05,4.9462890625e-05,-4.541015625e-06,0.000310791015625
15.948,-6.718749237060546e-05,-0.00010800781249999999,-9.199218749999999e-05,0.00014306640625,-7.490234374999999e-05,5.341796875e-05,-6.835932731628417e-07,0.000315625
15.95,-7.685546874999999e-05,-0.00012587890625,-9.248046874999999e-05,0.00013203125,-8.154296874999999e-05,4.3359374999999995e-05,-9.179685592651367e-06,0.0003056640625
15.952,-8.227539062499999e-05,-0.000129736328125,-9.0869140625e-05,0.000131201171875,-7.6220703125e-05,4.4677734375e-05,-7.080077171325683e-06,0.00030502929687499996
15.954,-8.330078125e-05,-0.00012451171875,-9.130859375e-05,0.0001369140625,-7.4609375e-05,5.0390625e-05,-4.980467796325683e-06,0.00030927734375
15.956,-8.515625e-05,-0.00012128906249999999,-9.375e-05,0.00013818359375,-7.685546874999999e-05,5.1171874999999995e-05,-6.73828125e-06,0.00030898437499999996
15.958,-8.784178924560546e-05,-0.00012299803924560547,-0.00010112303924560546,0.000128759765625,-8.374022674560547e-05,4.3212890625e-05,-1.4794919967651367e-05,0.000300244140625
15.96,-6.713867187499999e-05,-0.000107080078125,-8.3935546875e-05,0.000140966796875,-6.9873046875e-05,5.7080078124999995e-05,-2.441401481628418e-07,0.000314111328125
15.962,-6.528319549560547e-05,-0.00011069335937499999,-8.1201171875e-05,0.000141357421875,-7.1923828125e-05,5.6787109375e-05,-1.416015625e-06,0.000313720703125
15.964,-7.0556640625e-05,-0.00011684570312499999,-8.5791015625e-05,0.000135888671875,-7.8076171875e-05,5.0634765625e-05,-7.861327648162841e-06,0.000306787109375
15.966,-7.5e-05,-0.0001173828125,-9.0625e-05,0.000133203125,-8.22265625e-05,4.5996093749999996e-05,-1.2597655296325683e-05,0.00030058593749999996
15.968,-7.646484375e-05,-0.00011376953124999999,-8.876953125e-05,0.00013349609375,-7.919921874999999e-05,4.814453125e-05,-9.667967796325683e-06,0.000301953125
15.97,-8.779296112060547e-05,-0.00012392577362060547,-9.658202362060546e-05,0.00012666014862060547,-8.583983612060547e-05,3.837890625e-05,-1.8359373092651366e-05,0.00029248046875
15.972,-7.465819549560546e-05,-0.00011879882049560547,-8.901366424560547e-05,0.000130712890625,-7.885741424560546e-05,4.3212890625e-05,-1.3134763717651367e-05,0.000297998046875
15.974,-6.494139862060546e-05,-0.00011894530487060547,-8.583983612060547e-05,0.0001322265625,-7.587889862060547e-05,4.882812118530273e-05,-9.765624046325683e-06,0.000303125
15.976,-5.444335174560547e-05,-0.000110400390625,-7.6025390625e-05,0.000141845703125,-6.7236328125e-05,5.2197265625e-05,-1.904296875e-06,0.000306298828125
15.978,-6.215819549560546e-05,-0.000110302734375,-7.5732421875e-05,0.00014243164062499998,-6.762695312499999e-05,5.0830078125e-05,-3.564453125e-06,0.000301904296875
15.98,-5.0244132995605464e-05,-0.000102001953125,-6.8212890625e-05,0.00014907226562499998,-6.284179687499999e-05,5.9912109374999995e-05,3.2714841365814208e-06,0.000309521484375
15.982,-5.0732414245605464e-05,-0.00010913085937499999,-7.143554687499999e-05,0.00014340820312499998,-6.8798828125e-05,5.4931640624999995e-05,-3.173828125e-06,0.000304345703125
15.984,-6.323241424560546e-05,-0.00011577148437499999,-7.7392578125e-05,0.000139599609375,-7.1044921875e-05,4.9853515625e-05,-6.005859375e-06,0.000300146484375
15.986,-7.094726562499999e-05,-0.00010961914062499999,-7.5341796875e-05,0.000139501953125,-7.094726562499999e-05,4.9365234375e-05,-6.1035156249999995e-06,0.000300341796875
15.988,-6.34765625e-05,-0.00010087890624999999,-6.71875e-05,0.0001453125,-6.6015625e-05,5.537109375e-05,-5.859375e-07,0.00030634765625
15.99,-6.181639862060547e-05,-0.00010791014862060546,-7.685546112060547e-05,0.000138671875,-7.460936737060547e-05,4.609375e-05,-9.277341842651367e-06,0.00029804687499999997
15.992,-3.69140625e-05,-9.345703125e-05,-6.484375e-05,0.0001515625,-6.0937492370605465e-05,5.693359375e-05,2.44140625e-06,0.00030869140625
15.994,-2.5097656249999997e-05,-8.300781249999999e-05,-5.5273433685302735e-05,0.0001607421875,-5.273437118530273e-05,6.464842987060547e-05,1.0253906249999999e-05,0.00031591796875
15.996,-3.427733993530273e-05,-8.701171875e-05,-5.8593746185302735e-05,0.00015712890625,-5.3613277435302735e-05,6.337890243530273e-05,1.0546874999999999e-05,0.000314453125
15.998,-5.2148433685302733e-05,-0.00010205078125,-7.070312499999999e-05,0.00014462890624999998,-6.289062118530273e-05,5.4101558685302735e-05,1.367187976837158e-06,0.00030449218749999997
16.0,-5.5273433685302735e-05,-0.00010244140625,-7.021484374999999e-05,0.0001453125,-6.074218368530273e-05,5.605468368530273e-05,3.808594226837158e-06,0.00030644531249999997
16.002,-6.127928924560546e-05,-0.00010874023437499999,-7.7392578125e-05,0.00013774414062499998,-7.084960174560546e-05,4.8388671875e-05,-4.4433588981628415e-06,0.000299365234375
16.004,-6.381835174560547e-05,-0.000116162109375,-7.8076171875e-05,0.000130126953125,-7.563476562499999e-05,4.1455078124999995e-05,-1.2158202171325684e-05,0.000291845703125
16.006,-6.547850799560546e-05,-0.000119287109375,-8.940429687499999e-05,0.00012680663299560545,-7.8564453125e-05,3.9697265625e-05,-1.4990232467651366e-05,0.000288427734375
16.008,-5.366210556030273e-05,-0.00011010742187499999,-7.797851562499999e-05,0.000138525390625,-6.528320312499999e-05,5.307616806030273e-05,-4.8828124999999996e-08,0.00030297851562499997
16.01,-6.030273056030273e-05,-0.000111767578125,-7.1142578125e-05,0.000139990234375,-6.4990234375e-05,5.317382431030273e-05,-1.2207021713256835e-06,0.00030356445312499996
16.012,-5.781249618530273e-05,-0.0001119140625,-6.46484375e-05,0.00014326171875,-6.025390243530273e-05,5.605468368530273e-05,3.6132822036743163e-06,0.00030810546875
16.014,-5.307616806030273e-05,-0.00011352539062499999,-6.665039062499999e-05,0.00014213867187499999,-6.059569931030273e-05,5.629882431030273e-05,4.736328125e-06,0.000309716796875
16.016,-4.638671493530273e-05,-0.00011337890625,-6.6015625e-05,0.00014365234374999998,-6.025390243530273e-05,5.6933589935302735e-05,3.906250476837158e-06,0.00031093749999999996
16.018,-5.322265243530273e-05,-0.00011767578125,-6.81640625e-05,0.00013935546875,-6.513671875e-05,5.019530868530273e-05,-2.4414057731628418e-06,0.00030283203125
16.02,-5.458983993530273e-05,-0.00010869140625,-6.298827743530273e-05,0.00014306640625,-5.771483993530273e-05,5.732421493530273e-05,5.17578125e-06,0.00030810546875
16.022,-5.8593742370605466e-05,-0.00011230468749999999,-7.080078125e-05,0.00013544921875,-6.650390625e-05,5.41015625e-05,-1.3671872615814209e-06,0.00030537109375
16.024,-5.585937118530273e-05,-0.00011513671874999999,-7.333984375e-05,0.00013574218749999999,-6.5234375e-05,5.605468368530273e-05,1.2695322036743163e-06,0.00030908203125
16.026,-6.303710556030273e-05,-0.00012006835937499999,-7.6220703125e-05,0.000133251953125,-6.030273056030273e-05,5.864257431030273e-05,5.419922828674316e-06,0.000310498046875
16.028,-7.207031249999999e-05,-0.00012646484375,-7.8125e-05,0.00012812499999999998,-6.181640243530273e-05,6.855467987060546e-05,3.6132822036743163e-06,0.00031240234374999996
16.03,-7.900390625e-05,-0.00013154296875,-8.14453125e-05,0.00012177734374999999,-6.767578125e-05,5.947265243530273e-05,-2.1484365463256836e-06,0.00030625
16.032,-5.8544918060302734e-05,-0.000114599609375,-7.0556640625e-05,0.000137158203125,-5.3369136810302734e-05,5.209960556030273e-05,1.1669920921325683e-05,0.000313720703125
16.034,-5.351562118530273e-05,-0.00011435546875,-7.529296875e-05,0.00013974609375,-4.999999618530273e-05,5.322265243530273e-05,1.5429686546325684e-05,0.00031591796875
16.036,-5.7373043060302734e-05,-0.00011674804687499999,-7.465820312499999e-05,0.00013725585937499998,-4.9560543060302734e-05,5.4052730560302734e-05,1.6552732467651365e-05,0.000315673828125
16.038,-7.01171875e-05,-0.00012216796875,-7.978515625e-05,0.00013105468749999999,-5.7128902435302734e-05,5.009765243530273e-05,8.593749046325683e-06,0.000308203125
16.04,-5.771483993530273e-05,-0.000114453125,-6.748046875e-05,0.0001435546875,-4.472655868530273e-05,6.523436737060546e-05,2.1874998092651365e-05,0.000321875
16.042,-5.541991806030273e-05,-0.00012016601562499999,-6.7724609375e-05,0.00014116210937499998,-4.5556636810302734e-05,6.489257049560547e-05,1.9970703125e-05,0.000320458984375
16.044,-6.7431640625e-05,-0.000127685546875,-7.6416015625e-05,0.000135791015625,-5.229491806030273e-05,5.942382431030273e-05,1.2353516578674315e-05,0.000315087890625
16.046,-7.6318359375e-05,-0.000128271484375,-7.9541015625e-05,0.00013354492187499998,-5.5224605560302733e-05,5.541991806030273e-05,9.228514671325683e-06,0.000312646484375
16.048,-7.51953125e-05,-0.00012705078125,-7.421875e-05,0.00013476562499999998,-5.1953121185302735e-05,5.742187118530273e-05,1.2109374046325684e-05,0.00031591796875
16.05,-7.993164062499999e-05,-0.000135595703125,-8.3056640625e-05,0.000128662109375,-5.6884761810302734e-05,5.0732418060302734e-05,7.373045921325683e-06,0.000310693359375
16.052,-7.4853515625e-05,-0.00013247068786621094,-8.5693359375e-05,0.00013305664062499998,-5.141601181030273e-05,5.4541011810302734e-05,1.2744138717651366e-05,0.000313623046875
16.054,-6.630859375e-05,-0.00012998045349121095,-7.919921874999999e-05,0.00013896484374999998,-4.8046875e-05,6.132811737060547e-05,1.7187498092651366e-05,0.000319921875
16.056,-6.230468368530273e-05,-0.0001259765625,-6.572265625e-05,0.00014765625,-3.9453121185302736e-05,7.119139862060547e-05,2.6464841842651364e-05,0.00033076171875
16.058,-6.962890625e-05,-0.00012617187499999998,-6.640624999999999e-05,0.0001458984375,-4.1992183685302734e-05,7.177733612060547e-05,2.5390625e-05,0.000330859375
16.06,-6.4453125e-05,-0.00011396484375,-6.171874618530274e-05,0.0001521484375,-3.7304683685302735e-05,7.968749237060547e-05,3.1738279342651366e-05,0.0003390625
16.062,-6.826171874999999e-05,-0.00011572265625,-6.806640625e-05,0.0001458984375,-4.492187118530273e-05,7.402342987060547e-05,2.5488279342651367e-05,0.00033349609374999997
16.064,-7.465820312499999e-05,-0.00011967773437499999,-7.846679687499999e-05,0.000139111328125,-5.356444931030273e-05,6.420897674560546e-05,1.6064453125e-05,0.000324560546875
16.066,-7.099609375e-05,-0.00012041015624999999,-8.310546875e-05,0.00013701171874999998,-5.732421493530273e-05,6.083983993530273e-05,1.1914061546325683e-05,0.00032138671875
16.068,-5.703124618530273e-05,-0.00012128906249999999,-7.65625e-05,0.00014033203125,-5.185546493530273e-05,6.679686737060546e-05,1.7578123092651367e-05,0.0003283203125
16.07,-6.542968749999999e-05,-0.00013457029724121093,-8.02734375e-05,0.0001326171875,-5.693359375e-05,5.9765617370605465e-05,1.1425780296325683e-05,0.00032294921875
16.072,-5.4541011810302734e-05,-0.000118408203125,-6.430664062499999e-05,0.000147509765625,-4.2529293060302736e-05,6.606444549560546e-05,2.4658201217651367e-05,0.00033061523437499996
16.074,-4.501952743530273e-05,-0.00011181640624999999,-5.4785152435302734e-05,0.00015322265624999998,-3.5156246185302735e-05,7.324217987060547e-05,3.115234184265136e-05,0.00033623046875
16.076,-4.7656246185302733e-05,-0.00011425781249999999,-6.630859375e-05,0.00015175781249999998,-3.857421493530273e-05,7.431639862060546e-05,2.9589841842651366e-05,0.000337109375
16.078,-6.206054306030273e-05,-0.000121142578125,-8.0224609375e-05,0.00014487304687499998,-5.0537105560302735e-05,6.713866424560547e-05,1.9287109375e-05,0.000328271484375
16.08,-5.419921493530273e-05,-0.00011230468749999999,-7.412109375e-05,0.00014970703125,-4.8144527435302734e-05,7.089842987060546e-05,2.1289060592651365e-05,0.00033046875
16.082,-5.624999618530273e-05,-0.00011601562499999999,-7.65625e-05,0.00014462890624999998,-5.507812118530273e-05,6.660155487060547e-05,1.435546875e-05,0.000323828125
16.084,-6.7333984375e-05,-0.000123486328125,-8.178710937499999e-05,0.00013969726562499998,-6.254882431030273e-05,6.196288681030274e-05,7.4707036018371575e-06,0.000318115234375
16.086,-6.738281249999999e-05,-0.00011962890625,-7.958984375e-05,0.00014111328125,-6.289062118530273e-05,6.230468368530273e-05,7.421874523162841e-06,0.00031748046875
16.088,-5.224608993530273e-05,-0.00010371093749999999,-6.62109375e-05,0.000156640625,-4.999999618530273e-05,7.646483612060547e-05,1.9433593749999998e-05,0.00033193359375
16.09,-5.7617183685302734e-05,-0.00011367187499999999,-7.119140624999999e-05,0.00015361328125,-4.785155868530273e-05,7.167967987060547e-05,1.9726560592651368e-05,0.00032802734375
16.092,-5.8300777435302733e-05,-0.00011591796875,-6.81640625e-05,0.0001568359375,-4.3652339935302734e-05,7.275389862060547e-05,2.3144529342651367e-05,0.0003283203125
16.094,-5.590819931030273e-05,-0.00011967773437499999,-6.4599609375e-05,0.000156494140625,-4.145507431030273e-05,7.553710174560546e-05,2.6806638717651367e-05,0.000331201171875
16.096,-5.419921493530273e-05,-0.00012246093749999998,-6.455078124999999e-05,0.00015244140625,-4.072265243530273e-05,7.207030487060547e-05,2.6171873092651366e-05,0.00032880859375
16.098,-5.825194931030273e-05,-0.00012270507812499998,-7.1533203125e-05,0.00014243164062499998,-5.0048824310302734e-05,6.264648056030273e-05,1.4697263717651366e-05,0.000317626953125
16.1,-5.1220703125e-05,-0.000112255859375,-6.4892578125e-05,0.000145263671875,-4.6337890625e-05,6.684569549560547e-05,1.7431640624999998e-05,0.00032026367187499996
16.102,-4.9316406249999996e-05,-0.00011376953124999999,-6.69921875e-05,0.00014169921875,-5.0390625e-05,6.367186737060547e-05,1.40625e-05,0.00031845703125
16.104,-5.205077743530273e-05,-0.00011660156249999999,-6.93359375e-05,0.00014208984375,-5.058593368530273e-05,6.259765243530273e-05,1.3281248092651366e-05,0.000318359375
16.106,-5.341796493530273e-05,-0.00011787109374999999,-6.552734374999999e-05,0.00014560546874999998,-5.1269527435302735e-05,6.445311737060546e-05,1.3867186546325683e-05,0.00032031249999999996
16.108,-5.302733993530273e-05,-0.00011611328124999999,-6.113280868530273e-05,0.00014707031249999998,-5.058593368530273e-05,6.464842987060547e-05,1.5234374046325684e-05,0.00032167968749999997
16.11,-5.727538681030273e-05,-0.000122119140625,-7.1044921875e-05,0.000137939453125,-6.0693355560302734e-05,5.2880855560302734e-05,3.3691425323486326e-06,0.000310107421875
16.112,-5.5468746185302734e-05,-0.00011923828125,-7.28515625e-05,0.0001392578125,-6.103515243530273e-05,5.234374618530273e-05,2.343751907348633e-06,0.00030869140625
16.114,-5.541991806030273e-05,-0.00011958007812499999,-7.3681640625e-05,0.000139599609375,-6.0009761810302735e-05,5.2685543060302735e-05,2.880859375e-06,0.000309521484375
16.116,-6.162108993530273e-05,-0.00012529296875,-7.646484375e-05,0.0001392578125,-5.957030868530273e-05,5.2148433685302733e-05,3.8085947036743164e-06,0.00030908203125
16.118,-7.119140624999999e-05,-0.00012802734375,-8.583984374999999e-05,0.0001376953125,-6.376952743530273e-05,4.970702743530273e-05,-1.8554677963256835e-06,0.00030380859375
16.12,-4.9316402435302734e-05,-0.00011357421875,-6.6015625e-05,0.00015244140625,-4.716796493530273e-05,6.679686737060546e-05,1.5722655296325682e-05,0.00031953125
16.122,-5.136718368530273e-05,-0.00011455078125,-5.800780868530273e-05,0.00015205078125,-4.355468368530273e-05,6.923828124999999e-05,2.0019531249999997e-05,0.00032255859375
16.124,-6.352538681030273e-05,-0.00011909179687499999,-6.098632431030273e-05,0.000146533203125,-4.7216793060302734e-05,6.479492187499999e-05,1.4208984374999999e-05,0.000318115234375
16.126,-6.5478515625e-05,-0.000120458984375,-6.274413681030273e-05,0.00014340820312499998,-4.946288681030273e-05,6.264648056030273e-05,1.0986328125e-05,0.000315966796875
